,accuracy,f1metric,precision,recalll
0,0.6946689462231893,0.5547875354107649,0.6695842450765864,0.473592571096924
1,0.7034504196456326,0.6287215411558669,0.632413388138579,0.6250725478816018
2,0.7116101958346286,0.5269598470363288,0.7724215246636771,0.399883923389437
3,0.7332918868511035,0.5783783783783785,0.7923258162234937,0.4554072354420584
4,0.7442493005906123,0.6147723282219362,0.7783046828689982,0.5080286322306056
5,0.7543518806341312,0.6394433671723508,0.7790439132851584,0.5422712323466822
6,0.7543518806341312,0.6394433671723508,0.7790439132851584,0.5422712323466822
7,0.7552067143301212,0.6450304259634889,0.7724696356275303,0.5536854323853744
8,0.7593254585017096,0.6581300364278618,0.7663239074550129,0.5767072934803638
9,0.7611128380478707,0.6526553672316385,0.7845694104862809,0.5587154188431032
10,0.7639104755983835,0.6547727272727272,0.7934453318645002,0.5573611917198684
11,0.7677960833074293,0.6653975363941769,0.7899494815208721,0.5747726833043142
12,0.7730805097917314,0.6736700938757264,0.7975654935168034,0.5830915070613272
13,0.7763444202673299,0.6748022598870056,0.8111926107036131,0.5776745985683884
14,0.7799191793596518,0.690424136423262,0.7936667504398089,0.6109498935964404
15,0.7828722412185266,0.6920872823451619,0.8040973111395646,0.6074675952795512
16,0.7852813179981349,0.7030628694250401,0.7908607350096711,0.6328109885858
17,0.7882343798570096,0.7129463815442958,0.782608695652174,0.6546720835751596
